Aleph-ID|Autor|Titel|Aufl.|Jahr|ISBN|SPRACHE|Signatur|Fach
001331261|Kolboom, Ingo|Handbuch Französisch|2., neu bearb. u. erw. Aufl.|2008|978-3-503-09830-9|ger|110 ID 1050 K81(2)|30
001501712|Koller, Ingo|Handelsgesetzbuch|7. Aufl.|2011|978-3-406-60605-2|ger|110 PE 340 K81(7)|09
001553915|Koopmann, Helmut|Schiller-Handbuch|2., durchges. und aktualisierte Aufl., Lizenzausg.|2011|978-3-534-24548-2|ger|110 GK 8601 K82|29
001438509|Kopp, Johannes|Grundbegriffe der Soziologie|10. Aufl.|2010|978-3-531-16985-9|ger|110 MP 1000 S294|06
001027111|Kord, Susanne|Ein Blick hinter die Kulissen||1992|3-476-00835-5|ger|110 GE 5601 K84|29
001111025|Korte, Barbara|Einführung in die Anglistik||1997|3-476-10302-1|ger|110 HD 101 K85|28
001123790|Korte, Barbara|Einführung in die Anglistik|2., überarb. und aktualis. Aufl.|2004|3-476-01894-6|ger|110 HD 101 K85(2)|28
001145079|Korte, Barbara|The short story in Britain||2003|3-8252-2478-3|eng|110 HG 690 K85|28
001617606|Korte, Helmut|Einführung in die systematische Filmanalyse|4., neu bearb. und erw. Aufl.|2010|978-3-503-12241-7|ger|110 AP 45000 K85(4)|25
001421240|Korte, Karl-Rudolf|Politik und Regieren in Deutschland|3., aktualisierte und überarb. Aufl.|2009|978-3-8252-2436-3|ger|110 MG 15000 K85|07
001462393|Kotler, Philip|Grundlagen des Marketing|5., aktualisierte Aufl.|2011|978-3-86894-014-5|ger|110 QP 600 K87 G889|08
001278581|Kotler, Philip|Marketing-Management|12., aktualisierte Aufl.|2007|978-3-8273-7229-1|ger|110 QP 600 K87|08
000756020|Kotte, Andreas|Theaterwissenschaft||2005|3-8252-2665-4|ger|110 AP 63500 K87|25
001412233|Kowalsky, Hans-Joachim|Lineare Algebra|12., überarb. Aufl.|2003|3-11-017963-6|ger|110 SK 220 K88|11
001394068|Krapp, Andreas|Pädagogische Psychologie|5., vollst. überarb. Aufl., [Nachdr.]|0|978-3-621-27564-4|ger|110 CX 1000 K89(5)|05
001345880|Krause, Frank|Literarischer Expressionismus||2008|3-8252-2999-8|ger|110 GM 1623 K91|29
001314834|Krausser-Raether, Helga|Die besten Bewerbungsmuster für Hochschulabsolventen||2006|3-448-07258-3|ger|110 AL 43950 K91|08
001681456|Krebs, Dagmar|Aufgabensammlung zur "Statistik für die Sozialwissenschaften"|2., völlig. überarb. Neuaufl.|2013|978-3-499-55655-5|ger|110 MR 2100 K92(2)|06
001404201|Krell, Gert|Weltbilder und Weltordnung|4., überarb. und aktualisierte Aufl.|2009|978-3-8329-4605-0|ger|110 MK 1100 K92|07
001602021|Kreps, David M.|Microeconomic foundations||0||eng|110 QC 100 K72 M626-1|08
001571343|Krey, Volker|Deutsches Strafrecht, Allgemeiner Teil|5., neu bearb. Aufl.|2012|978-3-17-022558-9|ger|110 PH 3000 K92(5)|09
001564907|Krey, Volker|Strafrecht Besonderer Teil|15., völlig neubearb. Aufl.|2012|978-3-17-022361-5|ger|110 PH 3500 K92-1(15)|09
001564908|Krey, Volker|Strafrecht Besonderer Teil|16., neubearb. Aufl.|2012|978-3-17-022362-2|ger|110 PH 3500 K92-2(16)|09
000914872|Krieger, Gottfried|Das englische Drama des 20. Jahrhunderts|1. Aufl., 1. [Dr.]|1998|3-12-939560-1|ger|110 HM 1220 K92|28
001688375|Krieger, Karl-Friedrich|Geschichte Englands|4., aktualisierte Aufl.|2009|978-3-406-58978-2|ger|110 NB 2000 K92-1(4)|34
001688381|Krieger, Karl-Friedrich|König, Reich und Reichsreform im Spätmittelalter|2., durchges. Aufl.|2005|3-486-57670-4|ger|110 NB 1600 K92(2)|34
001368042|Kroeber-Riel, Werner|Konsumentenverhalten|9., überarb., aktualisierte und erg. Aufl.|2009|978-3-8006-3557-3|ger|110 QW 300 K93|08
001374668|Krois-Lindner, Amy|International legal English|4. print.|2007|978-0-521-67517-8|eng|110 PC 2500 K93|09
000965026|Kroll, Renate|Metzler-Lexikon Gender studies Geschlechterforschung||2002|3-476-01817-2|ger|110 EC 1820 K93|27
001424497|Kromrey, Helmut|Empirische Sozialforschung|12., überarb. und erg. Aufl.|2009|978-3-8252-1040-3|ger|110 MR 2000 K93(12)|06
001181241|Kropholler, Jan|Internationales Privatrecht|6., neubearb. Aufl.|2006|3-16-148923-3|ger|110 PT 320 K93(6)|09
001688511|Krug, Stephen|The master of translation|überarb. Ausg.|2014|978-3-939352-15-0||110 ES 710 K94|28
001499935|Krugman, Paul R.|International economics|9. ed., global ed.|2012|0-273-75409-2|eng|110 QM 000 K94(9e)|08
001524849|Krugman, Paul R.|Internationale Wirtschaft|9., aktualisierte Aufl.|2012|978-3-86894-134-0|ger|110 QM 000 K94(9)|08
001387524|Kruschwitz, Lutz|Investitionsrechnung|12., aktualis. Aufl.|2009|978-3-486-58766-1|ger|110 QP 720 K94|08
000743104|Kruse, Otto|Keine Angst vor dem leeren Blatt|12., völlig neu bearb. Aufl.|2007|978-3-593-38479-5|ger|110 AK 39580 K94(12)|01
001346798|Krämer, Nicole C.|Medienpsychologie|1. Aufl.|2008|978-3-17-020112-5|ger|110 AP 13750 K89|25
001402558|Krämer, Walter|Wie schreibe ich eine Seminar- oder Examensarbeit?|3., überarb. und aktualisierte Aufl.|2009|978-3-593-39030-7|ger|110 AK 39580 K89(3)|01
001425905|Krüger, Heinz-Hermann|Einführung in Grundbegriffe und Grundfragen der Erziehungswissenschaft|9. Aufl.|2010|978-3-8252-8092-5|ger|110 DF 1000 K94-1(9)|05
000731617|Kuchenbuch, Thomas|Filmanalyse|2. Aufl.|2005|3-8252-2648-4|ger|110 AP 45100 K95|25
001622238|Kudlich, Hans|Strafrecht - Besonderer Teil|3., neu bearb. Aufl.|2013|978-3-406-64603-4|ger|110 PH 3500 K95 S896-1(3)|09
001622239|Kudlich, Hans|Strafrecht - Besonderer Teil|3., neu bearb. Aufl.|2013|978-3-406-65303-2|ger|110 PH 3500 K95 S896-2(3)|09
001464692|Kuhlmann, Jens|Konzern- und Umwandlungsrecht|3., völlig neu bearb. Aufl.|2010|978-3-8114-8180-0|ger|110 PE 480 K96(3)|09
001402996|Kulke, Elmar|Wirtschaftsgeographie Deutschlands|2., völlig neu bearb. Aufl.|2010|978-3-8274-1919-4|ger|110 RB 10053 K96|35
001619406|Kunter, Mareike|Psychologie des Unterrichts||2013|978-3-8252-3895-7|ger|110 DP 1000 K96|05
000772763|Kurose, James F.|Computernetze|[Nachdr.]|2003|3-8273-7017-5|ger|110 ST 200 K96|12
001332302|Kutner, Michael H.|Applied linear statistical models|5. ed.|2005|0-07-238688-6|eng|110 SK 840 K97|11
001353108|Kuß, Alfred|Käuferverhalten|4., überarb. Aufl.|2007|978-3-8282-0406-5|ger|110 QW 300 K97|08
001103902|Köbler, Gerhard|Deutsche Rechtsgeschichte|6., durchges. Aufl.|2005|3-8006-3209-8|ger|110 PW 4000 K77(6)|09
001384222|König, Ekkehard|Understanding English-German contrasts|2., neu bearb. Aufl.|2009|978-3-503-09871-2|eng|110 HE 164 K78|28
001553244|König, Ekkehard|Understanding English-German contrasts|3., neu bearb. und erw. Aufl.|2012|978-3-503-13726-8|eng|110 HE 164 K78(3)|28
001570374|König, Werner|Dtv-Atlas deutsche Sprache|17., durchges. u. korr. Aufl.|2011|978-3-423-03025-0|ger|110 GD 1055 K78(17)|29
001422835|Köppe, Tilmann|Neuere Literaturtheorien||2008|978-3-476-02059-8|ger|110 EC 1820 K78|27
001586626|Kötz, Hein|Deliktsrecht|12., neu bearb. Aufl.|2013|978-3-8006-4515-2|ger|110 PD 6026 K78(12)|09
001681173|Kühl, Kristian|Strafgesetzbuch|28., neu bearb. Aufl.|2014|978-3-406-65227-1|ger|110 PH 2550 L141(28)|09
001571351|Kühl, Kristian|Strafrecht|7., neubearb. Aufl.|2012|978-3-8006-4494-0|ger|110 PH 3000 K95(7)|09
001639565|Kühnel, Steffen|Statistik für die Sozialwissenschaften|6., völlig überarb. Neuaufl.|2012|978-3-499-55639-5|ger|110 MR 2100 K95(6)|06
001571356|Küper, Wilfried|Strafrecht, Besonderer Teil|8., neu bearb. Aufl.|2012|978-3-8114-9878-5|ger|110 PH 3500 K95(8)|09
001080136|Küpper, Hans-Ulrich|Ablauforganisation in Produktion und Logistik|3., überarb. u. erw. Aufl.|2004|3-7910-2342-X|ger|110 QP 500 H474|08
001596294|Küpper, Hans-Ulrich|Controlling|6., überarb. Aufl.|2013|3-7910-3211-9|ger|110 QP 361 K95(6)|08
001334487|Küpper, Hans-Ulrich|Übungsbuch Produktion und Logistik|3., aktualisierte und erw. Aufl.|2007|978-3-636-03106-8|ger|110 QP 500 K95|08
001461347|Küpper, Hans-Ulrich|Übungsbuch zur Kosten- und Erlösrechnung|6., überarb. und erw. Aufl.|2011|978-3-8006-3803-1|ger|110 QP 834 K95(6)|08
001336066|Kürschner, Wilfried|Taschenbuch Linguistik|3., durchges. Aufl.|2007|978-3-503-09814-9|ger|110 GB 1610 K95|29
001555645|Küting, Karlheinz|Der Konzernabschluss|13., grundlegend überarb. Aufl.|2012|978-3-7910-3223-8|ger|110 QP 826 K95(13)|08
001366940|Lahn, Silke|Einführung in die Erzähltextanalyse||2008|978-3-476-02226-4|ger|110 EC 1640 L183|27
001121138|Lahrmann, Nils|Bewerben im Ausland||2003|3-923930-13-5|ger|110 AL 43950 L184|01
000897930|Lamberts, Koen|Handbook of cognition|1. publ.|2005|0-7619-7277-3|eng|110 CP 4000 L223(e)|03
001461100|Lamnek, Siegfried|Qualitative Sozialforschung|5., überarb. Aufl.|2010|978-3-621-27770-9|ger|110 MR 2000 L232(5)|06
000989765|Landwehr, Achim|Einführung in die Europäische Kulturgeschichte||2004|978-3-506-71712-2|ger|110 NB 2000 L264|34
001378238|Lange, Günter|Grundlagen der Deutschdidaktik|3. Aufl.|2007|978-3-8340-0276-1|ger|110 GB 2910 L274|29
000913473|Lange, Heinrich|Erbrecht|5., völlig neubearb. Aufl.|2001|3-406-47253-2|ger|110 PD 8106 L274|09
000595214|Langenbahn, Claus-Michael|Mathematik im Grundstudium||1998|3-486-24584-8|ger|110 SK 110 L275|11
001242160|Larman, Craig|Applying UML and patterns|3. ed.|2005|978-0-13-148906-6|eng|110 ST 230 U42|01
001435657|Larman, Craig|UML 2 und Patterns angewendet - objektorientierte Softwareentwicklung|1. Aufl., [Nachdr.]|2009|978-3-8266-1453-8|ger|110 ST 231 L324|12
001335182|Lattin, James M.|Analyzing multivariate data|[New Ed.]|0|0-534-34974-9||110 QH 234 L364(e)|08
000928994|Lau, Dietlinde|Algebra und diskrete Mathematik||2004|3-540-20398-2|ger|110 SK 200 L366-2|11
001549186|Lau, Dietlinde|Algebra und diskrete Mathematik|3., korr. und erw. Aufl.|2011|978-3-642-19442-9|ger|110 SK 200 L366-1(3)|11
001549168|Lau, Dietlinde|Übungsbuch zur linearen Algebra und analytischen Geometrie|2., überarb. und erg. Aufl.|2011|978-3-642-19277-7|ger|110 SK 220 L366(2)|11
001607326|Laudon, Kenneth C.|Management information systems|13. ed., global ed.|2014|978-0-273-78997-0|eng|110 QP 345 L372(13)|08
001597989|Laudon, Kenneth C.|Wirtschaftsinformatik|2., aktualisierte Aufl.|2010|978-3-8273-7348-9|ger|110 ST 505 L372(2)|12
001640913|Lauer, Gerhard|Grundkurs Literaturgeschichte|1. Aufl.|2013|978-3-12-939016-0|ger|110 GE 4001 L372|29
001429406|Lauth, Gerhard W.|Training mit aufmerksamkeitsgestörten Kindern|6., vollständig überarb. Aufl.|2009|978-3-621-27675-7|ger|110 CU 8100 L389|03
001425745|Lauth, Hans-Joachim|Vergleichende Regierungslehre|3., aktual. und erw. Aufl.|2010|978-3-531-17309-2|ger|110 ME 1000 L389|07
001564982|Lazar, Jonathan|Research methods in human-computer interaction|Repr. with corr.|2010|978-0-470-72337-1|eng|110 ST 278 L431|12
001626007|LeVeque, Randall J.|Finite volume methods for hyperbolic problems|1. publ.|2002|0-521-81087-6|eng|110 SK 920 L657 H998(e)|11
001624065|LeVeque, Randall J.|Numerical methods for conservation laws|2. ed.|1992|3-7643-2723-5|eng|110 SK 920 L657(2e)|11
000647892|Leech, Geoffrey N.|A communicative grammar of English|3. ed.|2002|0-582-50633-6|eng|110 HF 181 L483 C734|28
001144386|Leech, Geoffrey N.|English grammar for today|2. ed|2006|1-4039-1641-1|eng|110 HF 181 L483|28
001608519|Leipold, Dieter|BGB I: Einführung und Allgemeiner Teil|7., neubearb. Aufl.|2013|978-3-16-152556-8|ger|110 PD 3006 L531(7)|09
001641201|Leipold, Dieter|Erbrecht|20., neubearb. Aufl.|2014|978-3-16-153190-3|ger|110 PD 8106 L531(20)|09
001435493|Lent, Friedrich|Zwangsvollstreckungs- und Insolvenzrecht|23. , völlig neubearb. Aufl. des von Friedrich Lent begr. Werkes|2010|978-3-406-59510-3|ger|110 PG 530 J41(23)|09
001612292|Leonhart, Rainer|Lehrbuch Statistik|3., überarb. und erw. Aufl.|2013|978-3-456-85258-4|ger|110 CM 4000 L584(3)|03
001132286|Leser, Ulf|Informationsintegration|1. Aufl.|2007|3-89864-400-6|ger|110 ST 515 L628|12
001508703|Lettl, Tobias|Handelsrecht|2., neubearb. Aufl.|2011|978-3-406-61491-0|ger|110 PE 345 L651(2)|09
001492760|Leupold, Eynar|Französisch lehren und lernen|1. Aufl.|2010|978-3-7800-1058-2|ger|110 ID 1544 L653|30
001342562|Levine, Robert S.|The Norton anthology of American literature|7. ed.|2007|0-393-92740-7|eng|110 HR 1910 L665|28
000927382|Lieb, Manfred|Arbeitsrecht|9., neu bearb. Aufl.|2006|3-8114-8006-5|ger|110 PF 250 L716(9)|09
001639251|Liebermann, Marita|Einführung in die italienische Literaturwissenschaft||2014|978-3-503-13792-3|ger|110 IT 1000 L716|30
001607454|Liefner, Ingo|Theorien der Wirtschaftsgeographie|10. Aufl.|2012|978-3-8252-3643-4|ger|110 RB 10050 L719(10)|35
000822634|Lienert, Gustav A.|Testaufbau und Testanalyse|5., völlig neubearb. und erw. Aufl.|1994|3-621-27120-1|ger|110 CS 1000 L719|03
001225830|Lijphart, Arend|Patterns of democracy||1999|0-300-07894-3|eng|110 ME 3000 L727|07
001370098|Lindauer, Thomas|Studienbuch Rechtschreibdidaktik||2008|978-3-8252-3169-9|ger|110 GB 2966 L742|27
001169942|Lindhoff, Lena|Einführung in die feministische Literaturtheorie||1995|3-476-10285-8|ger|110 EC 1874 L745|27
001232063|Lingnau, Volker|Kosten- und Erlösrechnung|4., überarb. Aufl.|2005|3-540-24543-X|ger|110 QP 830 L755|08
001350937|Linhart, Karin|Rechtsenglisch||2008|3-406-56878-5|ger|110 PC 2500 E58|09
001194894|Linke, Angelika|Studienbuch Linguistik|4. unveränd. Aufl.|2001|3-484-31121-5|ger|110 ER 500 L756(4)|27
001209703|Linke, Angelika|Studienbuch Linguistik|5. erw. Aufl. / mit Ergänzungen von Simone Berchtold ...|2004|3-484-31121-5|ger|110 ER 500 L756(5)|27
001568460|Ljungqvist, Lars|Recursive macroeconomic theory|3. ed.|2012|978-0-262-01874-6|eng|110 QC 300 L789(3)|08
001342566|Loeffelholz, Mary|The Norton anthology of American literature|7. ed.|2007|0-393-92742-3|eng|110 HR 1910 L825|28
001372528|Long, J. Scott|Regression models for categorical and limited dependent variables|[Nachdr.]|2005|0-8039-7374-8|eng|110 MR 2100 L848|06
000402623|Long, J. Scott|Regression models for categorical dependent variables using Stata|2. ed.|2006|978-1-59718-011-5|eng|110 ST 601 S797 L848(2e)|11
001615453|Looschelders, Dirk|Schuldrecht, Allgemeiner Teil|11., neu bearb. Aufl.|2013|978-3-8006-4654-8|ger|110 PD 3606 L863(11)|09
001639959|Looschelders, Dirk|Schuldrecht, Besonderer Teil|9., neu bearb. Aufl.|2014|978-3-8006-4735-4|ger|110 PD 4306 L863(9)|09
001373550|Lorenz, Falko|Lineare Algebra|4. Aufl., [Repr.]|2008|978-3-8274-1406-9|ger|110 SK 220 L869(4)|11
001305979|Lorenz, Michael|Das Vorstellungsgespräch|2., aktualisierte Aufl.|2004|3-448-06196-4|ger|110 AL 43950 L869 V955(2)|01
000775964|Loth, Wilfried|Geschichte Frankreichs im 20. Jahrhundert|Aktualisierte Ausg., 6.-7. Tsd.|1995|3-596-10860-8|ger|110 NB 2000 L882|34
001687622|Luderer, Bernd|Einstieg in die Wirtschaftsmathematik|8., überarb. u. erw. Aufl., veränd. Nachdr.|2013|978-3-8348-1501-9|ger|110 SK 980 L944(8)|11
001369139|Luserke-Jaqui, Matthias|Einführung in die Neuere deutsche Literaturwissenschaft|2., überarb. u. erg. Aufl.|2007|3-8252-2309-4|ger|110 GE 3029 L968|29
001683248|Luserke-Jaqui, Matthias|Schiller-Handbuch|Sonderausg.|2011|978-3-476-02406-0|ger|110 GK 8620 L968|29
001159199|Luttermann, Claus|Bilanzrecht|4., neu bearb. und erw. Aufl.|2005|3-8114-2348-7|ger|110 PP 5574 G878|09
000708614|Löbner, Sebastian|Understanding semantics||2002|0-340-73198-2|eng|110 ET 430 L825|27
001345093|Löffelholz, Martin|Global journalism research|1. publ.|2008|978-1-4051-5331-7|eng|110 AP 12400 L825|25
000897869|Löffelholz, Martin|Theorien des Journalismus|2., vollst. überarb. und erw. Aufl.|2004|3-531-33341-0|ger|110 AP 23500 L825|25
001123833|Löffler, Arno|Einführung in das Studium der englischen Literatur|7., neu durchges. Aufl.|2006|3-8252-0382-4|ger|110 HG 250 L825|28
001575299|Löwisch, Manfred|Arbeitsrecht|9., neubearb. Aufl.|2012|978-3-8006-3971-7|ger|110 PF 250 L827(9)|09
001378500|Lück, Wolfgang|Technik des wissenschaftlichen Arbeitens|10., überarb. und erw. Aufl.|2009|978-3-486-58968-9|ger|110 AK 39540 L948(10)|01
001354117|Lüdemann, Carolin|Topkandidat im Assessment-Center|1. Aufl.|2008|978-3-636-01579-2|ger|110 AL 43950 L948|01
001695915|Lüdenbach, Norbert|Haufe IFRS-Kommentar|12. Aufl.|2014|978-3-648-04068-3|ger|110 QP 820 L948(12)|08
001507849|Lüsebrink, Hans-Jürgen|Einführung in die Landeskunde Frankreichs|3., aktual. und erw. Aufl.|2011|978-3-476-02191-5|ger|110 ID 1100 L948(3)|30
001373384|Maier, Christoph M.|Einzigartig bewerben|2., aktualis. Aufl.|2006|3-407-22617-9|ger|110 AL 43950 M217(2)|01
001542270|Maier, Gunther|Regional- und Stadtökonomik|4., aktualis. Aufl.|2012|978-3-211-75618-8|ger|110 RB 10050 M217-2(4)|35
001542167|Maier, Gunther|Regional- und Stadtökonomik|5. Aufl.|2012|978-3-211-75616-4|ger|110 RB 10050 M217-1(5)|35
001243287|Maingueneau, Dominique|Linguistische Grundbegriffe zur Analyse literarischer Texte||2000|3-8233-4982-1|ger|110 ET 760 M225|27
001347222|Mair, Christian|English linguistics||2008|978-3-8233-6393-4|eng|110 HF 100 M228|28
001139620|Mandl, Heinz|Handbuch Lernstrategien||2006|3-8017-1813-1|ger|110 CX 3000 M272|05
001694951|Mankiw, Nicholas Gregory|Economics|3. ed.|2014|978-1-4080-9379-5|eng|110 QC 072 M278(3e)|08
001527473|Mankiw, Nicholas Gregory|Grundzüge der Volkswirtschaftslehre|5., überarb. und erw. Aufl.|2012|978-3-7910-3098-2|ger|110 QC 072 M278(5)|08
001580562|Mankiw, Nicholas Gregory|Macroeconomics|8. ed., international ed.|2012|978-1-4641-2167-8|eng|110 QC 300 M278(8e)|08
001505843|Mankiw, Nicholas Gregory|Makroökonomik|6., überarb. und erw. Aufl.|2011|978-3-7910-3100-2|ger|110 QC 300 M278(6)|08
001340838|Mann, Christian|Antike||2008|978-3-05-004401-9|ger|110 NH 5050 M281|34
001500330|Manning, Christopher D.|Foundations of statistical natural language processing||1999|0-262-13360-1|eng|110 ST 306 M283(e)|12
001686973|Manssen, Gerrit|Staatsrecht II|11. Aufl.|2014|978-3-406-66158-7|ger|110 PL 400 M289(11)|09
001424805|Marcus, Greil|A new literary history of America||2009|978-0-674-03594-2|eng|110 HR 1510 M322|28
001429411|Markie-Dadds, Carol|Das Triple-P-Elternarbeitsbuch|4., veränd. Aufl.|2009|978-3-931521-57-8|ger|110 DG 7000 M345|03
001273157|Marten, Kai-Uwe|Wirtschaftsprüfung|3., überarb. Aufl.|2007|3-7910-2595-3|ger|110 QQ 531 M377|08
000801647|Marti, Kurt|Einführung in die lineare und nichtlineare Optimierung||2000|3-7908-1297-8|ger|110 SK 870 M378|11
001444070|Martin, Stephen|Industrial organization in context|1. publ.|2010|0-19-929119-5|eng|110 QR 200 M383|08
001488598|Martini, Mario|Verwaltungsprozessrecht|5., vollst. überarb. und erw. Aufl.|2011|978-3-8006-4171-0|ger|110 PN 942 M386(5)|09
001687173|Martz, Geoff|Cracking the GMAT|2014 edition|2013|978-0-307-94565-5|eng|110 QP 371 M298|08
001587435|Martínez, Matías|Einführung in die Erzähltheorie|9., erw. und aktualis. Aufl.|2012|978-3-406-63860-2|ger|110 EC 4660 M385(9)|27
001045077|Mas-Colell, Andreu|Microeconomic theory||1995|0-19-507340-1|eng|110 QC 100 M395|08
000942003|Mauk, David|American civilization|4. ed.|2005|0-415-35830-2|eng|110 HD 370 M449|28
001514574|Maurer, Hartmut|Allgemeines Verwaltungsrecht|18., überarb. und erg. Aufl.|2011|978-3-406-61452-1|ger|110 PN 225 M453(18)|09
001578483|Mayer, Christoph|Lineare Algebra für Wirtschaftswissenschaftler|5., durchges. Aufl.|2012|978-3-8349-4187-9|ger|110 SK 220 M468(5)|11
000713807|Mayer, Gerhart|Der deutsche Bildungsroman||1992|3-476-00866-5|ger|110 GE 5922 M468|29
001335126|Mayer, Heike|Rhetorische Kompetenz||2007|978-3-506-76460-7|ger|110 EC 4100 M468|27
001591829|Mayer, Horst O.|Interview und schriftliche Befragung|6., überarb. Aufl.|2013|978-3-486-70691-8|ger|110 MR 2400 M468(6)|06
001431797|Mayor, Michael|Longman dictionary of contemporary English|5. ed.|2009|978-3-526-51678-1|eng|110 HE 305 M473(5e)|28
001362717|Mayring, Philipp|Die Praxis der qualitativen Inhaltsanalyse|2., neu ausgestattete Aufl.|2008|978-3-407-25502-0|ger|110 MR 2600 M474 P919(2)|06
001079021|Mayring, Philipp|Einführung in die qualitative Sozialforschung|5., überarb. und neu ausgestattete Aufl.|2002|3-407-25252-8|ger|110 MR 2000 M474|06
001525336|Mayring, Philipp|Qualitative Inhaltsanalyse|11., akt. u. überarb. Aufl.|2010|978-3-407-25533-4|ger|110 MR 2600 M474(11)|06
001080202|Mazur, James E.|Lernen und Verhalten|6., aktualisierte Aufl.|2006|3-8273-7218-6|ger|110 CP 5000 M476(6)|03
001607455|McCann, Philip|Modern urban and regional economics|2. ed.|2013|978-0-19-958200-6|eng|110 RB 10050 M122(2e)|35
000953868|McCarthy, Michael|English vocabulary in use|[Nachdr.]|2005|978-0-521-65397-8|eng|110 HD 230 M123|28
001376966|McDonald, Malcolm|Marketingpläne|6. Aufl.|2008|978-3-8274-1849-4|ger|110 QP 600 M135|08
001414622|McDonald, Robert L.|Derivatives markets|2. ed., [Pearson internat. ed.]|2006|0-321-31149-3|eng|110 QK 660 M478|08
001558787|McDonald, Robert L.|Derivatives markets|3. ed., internat.ed.|2013|978-0-321-84782-9|eng|110 QK 660 M478(3e)|08
001440128|McEnery, Tony|Corpus linguistics|2. ed., repr.|2010|978-0-7486-1165-2|eng|110 ER 765 M141 C822|27
001427284|McEnery, Tony|Corpus-based language studies|Repr.|2008|0-415-28622-0|eng|110 ER 765 M141|27
001458961|McGuigan, James R.|Economics for managers|12. ed., International ed.|2011|978-0-538-47038-4|eng|110 QC 072 M148|08
001639932|Meder, Stephan|Rechtsgeschichte|4., überarb. und erg. Aufl.|2011|978-3-8252-3603-8|ger|110 PW 4000 M488(4)|09
001460557|Medicus, Dieter|Allgemeiner Teil des BGB|10., neu bearb. Aufl.|2010|978-3-8114-9652-1|ger|110 PD 3006 M489(10)|09
001621705|Medicus, Dieter|Bürgerliches Recht|24., neu bearb. Aufl.|2013|978-3-8006-4653-1|ger|110 PD 2700 M489 B928(24)|09
001503166|Medicus, Dieter|Grundwissen zum Bürgerlichen Recht|9., neu bearb. Aufl.|2011|978-3-8006-3847-5|ger|110 PD 2700 M489(9)|09
001578403|Medicus, Dieter|Schuldrecht|20., neu bearb. Aufl.|2012|978-3-406-63801-5|ger|110 PD 3606 M489-1(20)|09
001381063|Meffert, Heribert|Dienstleistungsmarketing|6., vollst. neubearb. Aufl.|2009|978-3-8349-1012-7|ger|110 QQ 250 M495|08
001119462|Meffert, Heribert|Markenmanagement|2., vollst. überarb. und erw. Aufl.|2005|3-409-21821-1|ger|110 QP 624 M495|08
001522408|Meffert, Heribert|Marketing|11., überarb. und erw. Aufl.|2012|978-3-8349-2760-6|ger|110 QP 600 M495(11)|08
000708580|Mehler-Bicher, Anett|Mathematik für Wirtschaftswissenschaftler||1999|3-486-24889-8|ger|110 SK 980 M498|11
000627881|Meibauer, Jörg|Einführung in die germanistische Linguistik||2002|3-476-01851-2|ger|110 GC 1015 M499(1)|29
000939124|Meibauer, Jörg|Einführung in die germanistische Linguistik|2., aktualisierte Aufl.|2007|978-3-476-02141-0|ger|110 GC 1015 M499(2)|27
001343496|Meier, Klaus|Journalistik||2007|978-3-8252-2958-0|ger|110 AP 12800 M511|25
001516173|Meinel, Christoph|Mathematische Grundlagen der Informatik|5., überarb. Aufl.|2011|978-3-8348-1520-0|ger|110 ST 120 M514(5)|11
001384152|Meinhardt, Matthias|Mittelalter|2. Aufl.|2009|978-3-486-58829-3|ger|110 NB 1600 M514(2)|34
001345204|Melischek, Gabriele|Medien & Kommunikationsforschung im Vergleich|1. Aufl.|2008|978-3-531-15482-4|ger|110 AP 12350 M523|25
001688382|Melville, Gert|Enzyklopädie des Mittelalters|2., bibliograph. aktualisierte Aufl.|2013|978-3-534-25936-6|ger|110 NB 1600 M531-1(2)|34
001688383|Melville, Gert|Enzyklopädie des Mittelalters|2., bibliograph. aktualisierte Aufl.|2013|978-3-534-25936-6|ger|110 NB 1600 M531-2(2)|34
001163874|Merten, Klaus|Die Wirklichkeit der Medien|Durchges. Nachdr. der 1. Aufl.|1994|3-531-12327-0|ger|110 AP 12800 M575|25
001568047|Mertens, Peter|Grundzüge der Wirtschaftsinformatik|11. Aufl.|2012|978-3-642-30514-6|ger|110 ST 610 M575(11)|12
000877046|Mertens, Peter|Integrierte Informationsverarbeitung|15., überarb. Aufl.|2005|3-8349-0136-9|ger|110 QP 345 M575(15)|08
001378295|Mertens, Volker|Der deutsche Artusroman|[Nachdr.]|2007|978-3-15-017609-2|ger|110 GE 8592 M575|29
001571463|Meuthen, Erich|Das 15. Jahrhundert|5. Aufl.|2012|978-3-486-71720-4|ger|110 NB 1600 M599(5)|34
001018081|Meyberg, Kurt|Höhere Mathematik|2., völlig überarb. Aufl.|1997|3-540-62398-1|ger|110 SK 399 M612(2)|11
000880195|Meyberg, Kurt|Höhere Mathematik|4., korr. Aufl.|1998|3-540-63688-9|ger|110 SK 399 M612(4)|11
001348138|Meyer, Edgar|Contemporary management|Europ. ed.|2007|0-07-711115-X|eng|110 QP 300 M612|08
001637607|Meyer, Hilbert|Was ist guter Unterricht?|9. Aufl.|2013|978-3-589-22047-2|ger|110 DP 1200 M612(7)|05
001111245|Meyer, Michael|English and American literatures||2004|3-8252-2526-7|eng|110 HD 270 M613|28
000800231|Meyer, Wulf-Uwe|Einführung in die Emotionspsychologie||1999|3-456-83214-1|ger|110 CP 3000 M613-2|03
